title,link,address
Aldy Farma,https://lewatmana.com/lokasi/16144/aldy-farma/,"Jl. ADINEGORO KM.15, Padang, Sumatera Barat, Indonesia"
Alfa Farma,https://lewatmana.com/lokasi/8067/alfa-farma/,"Jl. A. Yani, Muntok, Bangka Barat, Kepulauan Bangka Belitung, Indonesia"
Alfa Farma,https://lewatmana.com/lokasi/15946/alfa-farma/,"Jl. Jend.A. Yani No. 39, Kendari, Sulawesi Tenggara, Indonesia"
Aldi Farma,https://lewatmana.com/lokasi/14203/aldi-farma/,"Jl. R. Suprapto Tanah Grogot, Paser, Kalimantan Timur, Indonesia"
Aldo Farma,https://lewatmana.com/lokasi/16426/aldo-farma/,"Jl. Jend. Sudirman 104 CI, Prabumulih, Sumatera Selatan, Indonesia"
Alfa Farma,https://lewatmana.com/lokasi/9647/alfa-farma/,"Jl. Permai Raya no 48, Bandung, Jawa Barat, Indonesia"
Alfa Farma,https://lewatmana.com/lokasi/13209/alfa-farma/,"Jl. Dr. Sutomo 52, Madiun, Jawa Timur, Indonesia"
Alfa Farma,https://lewatmana.com/lokasi/8091/alfa-farma/,"Jl. Jend. Sudirman, No. 89A, Pangkal Pinang, Kepulauan Bangka Belitung, Indonesia"
ALFA FARMA,https://lewatmana.com/lokasi/9648/alfa-farma/,"Jl. SURYAKENCANA No. 17 CIBADAK SUKABUMI, Sukabumi, Jawa Barat, Indonesia"
Algi Farma,https://lewatmana.com/lokasi/8092/algi-farma/,"Jl. Bukit Baru, Pangkal Pinang, Kepulauan Bangka Belitung, Indonesia"
Aliah Farma,https://lewatmana.com/lokasi/15825/aliah-farma/,"Jl. Urip Sumoharjo No. 30 A, Banggai, Sulawesi Tengah, Indonesia"
Alifa Farma,https://lewatmana.com/lokasi/17350/alifa-farma/,"Jl. Raya Brosost, Blimbing, Galur, KP, Kulon Progo, Daerah Istimewa Yogyakarta, Indonesia"
Alita Farma,https://lewatmana.com/lokasi/12843/alita-farma/,"Ds Suwaluh RT 7 RW 2 No. 17 Balongbendo, Sidoarjo, Jawa Timur, Indonesia"
Alfi Farma,https://lewatmana.com/lokasi/14206/alfi-farma/,"Jl. KH. Hasyim, Samarinda, Kalimantan Timur, Indonesia"
Al Hanif Farma,https://lewatmana.com/lokasi/15945/al-hanif-farma/,"Jl. Kontu Kowuna No. 33 Raha, Muna, Sulawesi Tenggara, Indonesia"
Alia Jaya Farma,https://lewatmana.com/lokasi/16030/alia-jaya-farma/,"Polres Girian Bitung, Bitung, Sulawesi Utara, Indonesia"
Alif Farma,https://lewatmana.com/lokasi/15377/alif-farma/,"Jl. SULTAN HASANUDDIN MASAMBA, Luwu Utara, Sulawesi Selatan, Indonesia"
Aliyya Farma,https://lewatmana.com/lokasi/15379/aliyya-farma/,"Jl. CUMI-CUMI No. 26, Makassar, Sulawesi Selatan, Indonesia"
Al-Kautsar Farma,https://lewatmana.com/lokasi/15947/al-kautsar-farma/,"Komp. Pasar Sentral Kota, Kendari, Sulawesi Tenggara, Indonesia"
Alvaran Farma,https://lewatmana.com/lokasi/15380/alvaran-farma/,"Jl. TAMALANREA RAYA No. 27, Makassar, Sulawesi Selatan, Indonesia"
Amalia Farma,https://lewatmana.com/lokasi/15086/amalia-farma/,"Jl. T. Tambusai 235, Rokan Hulu, Riau, Indonesia"
Amalia Farma,https://lewatmana.com/lokasi/15827/amalia-farma/,"Jl. Yos Sudarso, Palu, Sulawesi Tengah, Indonesia"
Amalia Farma,https://lewatmana.com/lokasi/15826/amalia-farma/,"Jl. Pelabuhan No. 343 Parigi, Parigi Moutong, Sulawesi Tengah, Indonesia"
Almas Farma,https://lewatmana.com/lokasi/17352/almas-farma/,"Jl. Patangpuluhan No. 32, Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia"
Alvin Farma,https://lewatmana.com/lokasi/8475/alvin-farma/,"Jalan Boulevard Raya Blok QA5 No.17, Kelapa Gading, Klp. Gading Bar., Klp. Gading, Jakarta Utara, DKI Jakarta, Indonesia 14420"
Amalia Farma,https://lewatmana.com/lokasi/7710/amalia-farma/,"Jl. Ahmad Yani No. 175 Singaraja, Buleleng, Bali, Indonesia"
Amalia Farma,https://lewatmana.com/lokasi/14726/amalia-farma/,"Jl. GUFASA, Halmahera Barat, Maluku Utara, Indonesia"
Amamdit Farma,https://lewatmana.com/lokasi/13961/amamdit-farma/,"Jl. Melayu Darat No. 56, Banjarmasin, Kalimantan Selatan, Indonesia"
Amanah Farma,https://lewatmana.com/lokasi/13963/amanah-farma/,"Jl. Ir.P.H.M.No. R No. 145, Hulu Sungai Tengah, Kalimantan Selatan, Indonesia"
Amanah Farma,https://lewatmana.com/lokasi/13964/amanah-farma/,"Jl. Pramuka RT 33 Rw.3 No. 77, Banjarmasin, Kalimantan Selatan, Indonesia"
Aman Farma,https://lewatmana.com/lokasi/9671/aman-farma/,"Jl. Kiaracondong no 205, Bandung, Jawa Barat, Indonesia"
AMINDO JAYA BAKTI FARMASI,https://lewatmana.com/lokasi/9684/amindo-jaya-bakti-farmasi/,"PASAR KALIJAATUI B 61/62, Subang, Jawa Barat, Indonesia"
Among Farma,https://lewatmana.com/lokasi/14769/among-farma/,"RAYA MUJUR-KERUAK, MUJUR, Lombok Tengah, Nusa Tenggara Barat, Indonesia"
Amanah Farma,https://lewatmana.com/lokasi/15017/amanah-farma/,"Jl. Merdeka, Nabire, Papua, Indonesia"
Aman Farma,https://lewatmana.com/lokasi/9672/aman-farma/,"Jl. Lawanggada 54 Kec. Pekapilan, Cirebon, Jawa Barat, Indonesia 45117"
Amelia Farma,https://lewatmana.com/lokasi/12530/amelia-farma/,"Jl. Pahlawan 25 A Pare, Kediri, Jawa Timur, Indonesia"
Amiras Farma,https://lewatmana.com/lokasi/9290/amiras-farma/,"JL. Sumagung III Bl P-2/12-A, Jakarta, 14240, East Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia 14240"
Amora Farma,https://lewatmana.com/lokasi/14468/amora-farma/,"Jl. Lintas Timur No. 26 Unit II, Tulang Bawang, Tulang Bawang, Lampung, Indonesia"
Ampana Farma,https://lewatmana.com/lokasi/15828/ampana-farma/,"Jl. Moh. Hatta No. 43 Ampana, Tojo Una-Una, Sulawesi Tengah, Indonesia"
Anafi Farma,https://lewatmana.com/lokasi/13438/anafi-farma/,"Jl. Ngagel Rejo No. 16, Surabaya, Jawa Timur, Indonesia"
Anda Farma,https://lewatmana.com/lokasi/9704/anda-farma/,"Jl. Tangkuban Perahu V No. 4, Kayu Ringin, Bekasi, Jawa Barat, Indonesia 17144"
Andhika Farma,https://lewatmana.com/lokasi/15386/andhika-farma/,"Jl. USMAN ISA No. 15, Parepare, Sulawesi Selatan, Indonesia"
Andhika Farma II,https://lewatmana.com/lokasi/15387/andhika-farma-ii/,"Jl. G.LATIMOJONG No. 129 A, Makassar, Sulawesi Selatan, Indonesia"
AMRU FARMA,https://lewatmana.com/lokasi/9688/amru-farma/,"Jl. Raya Kedokan Barat, Indramayu, Jawa Barat, Indonesia 45283"
Ananta Farma.,https://lewatmana.com/lokasi/7712/ananta-farma/,"Jl. Diponogoro, Pertokoan Kertawijaya., Denpasar, Bali, Indonesia"
ANDAYA FARMA,https://lewatmana.com/lokasi/9705/andaya-farma/,"Jl. Raya Cikedung, Kec. Cikedung, Indramayu, Jawa Barat, Indonesia 45262"
Andhika Farma,https://lewatmana.com/lokasi/15385/andhika-farma/,"Jl. SULTAN ALAUDIN No. 271, Makassar, Sulawesi Selatan, Indonesia"
Andika Farma,https://lewatmana.com/lokasi/7610/andika-farma/,"Jl. Jend. Sudirman, Bengkulu Selatan, Bengkulu, Indonesia"
Andika Farma,https://lewatmana.com/lokasi/16666/andika-farma/,"Jl. Besar Medan No. 13 A Batang Kuis, Deli Serdang, Sumatera Utara, Indonesia"
Andika Farma II,https://lewatmana.com/lokasi/12312/andika-farma-ii/,"Jl. Raya Utara 17 Lodoyo Blitar, Blitar, Jawa Timur, Indonesia"
Andita Farma,https://lewatmana.com/lokasi/12414/andita-farma/,"Jl. Letjen Suprapto 91 Jember, Jember, Jawa Timur, Indonesia"
Aneka Farma,https://lewatmana.com/lokasi/9714/aneka-farma/,"Jl. Moch Ali 2 Ciranjang, Cianjur, Jawa Barat, Indonesia 43282"
Anggita Farma,https://lewatmana.com/lokasi/17357/anggita-farma/,"Jl. Raya Pajangan Km. 1 Sedayu Btl, Bantul, Daerah Istimewa Yogyakarta, Indonesia"
Andika Farma,https://lewatmana.com/lokasi/12311/andika-farma/,"Jl. Urip Sumoharjo 120 RT 03/RW 01 Beru - Wlingi-Kab Blitar, Blitar, Jawa Timur, Indonesia"
Andika Putra Farma,https://lewatmana.com/lokasi/13026/andika-putra-farma/,"Jl. KH Agus Salim No. 20 Kepanjin Kec Kota, Sumenep, Jawa Timur, Indonesia"
Ando Farma,https://lewatmana.com/lokasi/9734/ando-farma/,"Jl. Taruma Jaya, Setia Asih Rt 02/13 Kp. Bogor Bekasi Utara, Bekasi, Jawa Barat, Indonesia 17215"
Aneka Farma,https://lewatmana.com/lokasi/13439/aneka-farma/,"Jl. A.Yani Residence Kav 16, Surabaya, Jawa Timur, Indonesia"
Anggoro Farma,https://lewatmana.com/lokasi/15388/anggoro-farma/,"Jl. SINGA No. 36, Makassar, Sulawesi Selatan, Indonesia"
Anggrek Farma,https://lewatmana.com/lokasi/8564/anggrek-farma/,"Jl. Jatiwaringin Raya No. 4 RT. 004/05, Cipinang Melayu, Jakarta Timur, DKI Jakarta, Indonesia 13620"
Anggrek Farma,https://lewatmana.com/lokasi/14668/anggrek-farma/,"Jl. Dr. Kayadoe (Komplex RSUD), Ambon, Maluku, Indonesia"
Angkasa Farma,https://lewatmana.com/lokasi/47977/angkasa-farma/,"Nagasari, Kec. Karawang Bar., Kabupaten Karawang, Jawa Barat, Karawang, Jawa Barat, Indonesia 41312"
Anika Farma,https://lewatmana.com/lokasi/13441/anika-farma/,"Jl. Bratang Jaya 15 D, Surabaya, Jawa Timur, Indonesia"
Anita Farma,https://lewatmana.com/lokasi/15949/anita-farma/,"Jl. Dr.Wahidin, Bau-Bau, Sulawesi Tenggara, Indonesia"
Anggrek Farma,https://lewatmana.com/lokasi/15389/anggrek-farma/,"Jl. ANGGREK No. 6, Palopo, Sulawesi Selatan, Indonesia"
Angka Jaya Farma,https://lewatmana.com/lokasi/7713/angka-jaya-farma/,"Jl. Pulau Maluku II/2A, Denpasar, Bali, Indonesia"
Angrah Fajar Farma,https://lewatmana.com/lokasi/9717/angrah-fajar-farma/,"Jl. teluk Jaambe No. 45 Karawang, Karawang, Jawa Barat, Indonesia 41361"
ANIS JAYA FARMA,https://lewatmana.com/lokasi/9718/anis-jaya-farma/,"PASAR KASOMALANG DS KASO MALANG WETAN, Subang, Jawa Barat, Indonesia"
Anita Farma,https://lewatmana.com/lokasi/13442/anita-farma/,"Jl. Menanggal I No. 11, Surabaya, Jawa Timur, Indonesia"
Anita Farma,https://lewatmana.com/lokasi/9103/anita-farma/,"Jl. Pahlawan Revolusi 5 RT 001%2F02 Pondok Bambu, Duren Sawit, Jakarta Timur, DKI Jakarta, Indonesia 13430"
Aniza Farma,https://lewatmana.com/lokasi/9720/aniza-farma/,"Jl. Sukahaji No. 125 A, Bandung, Jawa Barat, Indonesia"
Anna Farma,https://lewatmana.com/lokasi/9724/anna-farma/,"Jl. Purwakarta no 57, Bandung, Jawa Barat, Indonesia 40291"
Annisa Farma,https://lewatmana.com/lokasi/9469/annisa-farma/,"Jl. Kapt.Pattimura No. 25 C Kec.Telanaipura, Jambi, Jambi, Indonesia"
An Nur Farma,https://lewatmana.com/lokasi/12686/an-nur-farma/,"Dsn Pandan Arum RT 01/RW 02 pacet, Mojokerto, Jawa Timur, Indonesia"
Anita Farma Apotik,https://lewatmana.com/lokasi/46838/anita-farma-apotik/,"Jl. S. Parman No.16, Kebun Kenanga, Kec. Ratu Agung, Kota Bengkulu, Bengkulu, Bengkulu, Bengkulu, Indonesia 38222"
Anjatan Farma,https://lewatmana.com/lokasi/47778/anjatan-farma/,"Anjatan Utara, Anjatan, Kabupaten Indramayu, Jawa Barat, Indramayu, Jawa Barat, Indonesia 45256"
Anniri Farma,https://lewatmana.com/lokasi/9725/anniri-farma/,"Jl. Mangga Raya Blok R Kav. 3-4 Taman Wisma Asri, Bekasi, Jawa Barat, Indonesia 17121"
Annisa Farma,https://lewatmana.com/lokasi/8501/annisa-farma/,"Jl. Ciracas Raya 28 Jaktim, Jakarta Timur, DKI Jakarta, Indonesia 13740"
ANNUR FARMA,https://lewatmana.com/lokasi/9730/annur-farma/,"Jl. Otto Iskandardinata No. 124, Subang, Jawa Barat, Indonesia 41211"
Antang Farma,https://lewatmana.com/lokasi/15391/antang-farma/,"Jl. KH RAMLI No. 34, Makassar, Sulawesi Selatan, Indonesia"
Antik Jaya Farma,https://lewatmana.com/lokasi/15392/antik-jaya-farma/,"Jl. VETERAN No. 43, Kepulauan Selayar, Sulawesi Selatan, Indonesia"
Anugerah Farma,https://lewatmana.com/lokasi/15019/anugerah-farma/,"SP Kalibumi, Nabire, Papua, Indonesia"
Anugerah Farma,https://lewatmana.com/lokasi/16034/anugerah-farma/,"Jl. Walanda Maramis,Kairagi, Manado, Sulawesi Utara, Indonesia"
Anugerah Farma,https://lewatmana.com/lokasi/9742/anugerah-farma/,"Jl. Jend.Ahmad Yani no 803, Bandung, Jawa Barat, Indonesia"
Anta Syifa Farma,https://lewatmana.com/lokasi/9731/anta-syifa-farma/,"Jl. Trs. Jakarta No. 163, Bandung, Jawa Barat, Indonesia 40291"
Antri Farma,https://lewatmana.com/lokasi/9735/antri-farma/,"Jl. Lurah no 142 / KA, Bandung, Jawa Barat, Indonesia"
Anugerah Farma,https://lewatmana.com/lokasi/9312/anugerah-farma/,"Jl. Taman Kota B-I/ No. 54, Jakarta Barat, DKI Jakarta, Indonesia 11610"
Anugerah Farma,https://lewatmana.com/lokasi/9446/anugerah-farma/,"Jl. Prof.M.Yamin Rt.06/02 B.Barat, Bungo, Jambi, Indonesia"
Anugerah Farma,https://lewatmana.com/lokasi/9743/anugerah-farma/,"Jl. Anugerah Farma No. 56, Rt.007/004, Jati Cempaka, No. Telp. 8473019, Bekasi, Jawa Barat, Indonesia 17411"
Anugerah Farma 2,https://lewatmana.com/lokasi/15020/anugerah-farma-2/,"Jl. Semarang, Nabire, Papua, Indonesia"
Anugrah Farma,https://lewatmana.com/lokasi/16433/anugrah-farma/,"Jl. Jend.Sudirman No. 213, Palembang, Sumatera Selatan, Indonesia"
ANYAR FARMA,https://lewatmana.com/lokasi/9748/anyar-farma/,"Jl. RAYA CIPEUNDEUY BLOK B.12, Subang, Jawa Barat, Indonesia"
Apia Farma,https://lewatmana.com/lokasi/14737/apia-farma/,"Jl. RAYA BASTIONG, Ternate, Maluku Utara, Indonesia"
Apotek 3 Farma,https://lewatmana.com/lokasi/47273/apotek-3-farma/,"Jl. Kampung Irian Blok DD38 No. 2, Tlk. Pucung, Kec. Bekasi Utara, Kota Bks, Jawa Barat, Bekasi, Jawa Barat, Indonesia 17612"
Anugrah Farma,https://lewatmana.com/lokasi/13124/anugrah-farma/,"Jl. Diponegoro 78. Batu, Batu, Jawa Timur, Indonesia"
Anugrah Sakti Farma,https://lewatmana.com/lokasi/43129/anugrah-sakti-farma/,"Jl. Raya Imam Bonjol No.38, Sukadanau, Cikarang Barat, Bekasi, Jawa Barat, Indonesia"
Apex Farma,https://lewatmana.com/lokasi/15396/apex-farma/,"Jl. TAMALATE 1 No. 8, Makassar, Sulawesi Selatan, Indonesia"
Apiaty Farma,https://lewatmana.com/lokasi/15397/apiaty-farma/,"Jl. CENDRAWASIH No. 196, Makassar, Sulawesi Selatan, Indonesia"
Apotek 99 Farma,https://lewatmana.com/lokasi/47737/apotek-99-farma/,"No.KM.04, Jl. Raya Sukabumi No.14, Rancagoong, Kec. Cilaku, Kabupaten Cianjur, Jawa Barat, Cianjur, Jawa Barat, Indonesia 43285"
Apotek 99 Farma,https://lewatmana.com/lokasi/48900/apotek-99-farma/,"Jl. Ikan Piranha Atas No.70 A, Tunjungsekar, Kec. Lowokwaru, Kota Malang, Jawa Timur, Malang, Jawa Timur, Indonesia 65142"
Apotek Abata Farma,https://lewatmana.com/lokasi/48110/apotek-abata-farma/,"Cicurug, Kec. Majalengka, Kabupaten Majalengka, Jawa Barat, Majalengka, Jawa Barat, Indonesia 45411"
Apotek Abdun Farma,https://lewatmana.com/lokasi/49222/apotek-abdun-farma/,"Lumbang, Sukokerto, Kec. Pajarakan, Probolinggo, Jawa Timur, Probolinggo, Jawa Timur, Indonesia 67281"
Apotek Addawa Farma,https://lewatmana.com/lokasi/48139/apotek-addawa-farma/,"Jln. Pajagan No.54, Burujul Wetan, Kec. Jatiwangi, Kabupaten Majalengka, Jawa Barat, Majalengka, Jawa Barat, Indonesia 45454"
Apotek Adi Farma,https://lewatmana.com/lokasi/49935/apotek-adi-farma/,"Jl. Udayana No.43, Banjar Tengah, Kec. Negara, Kabupaten Jembrana, Bali, Jembrana, Bali, Indonesia 82218"
Apotek Abadi Jaya Farma,https://lewatmana.com/lokasi/49133/apotek-abadi-jaya-farma/,"Jl. Dr. Sutomo No.12, Madiun Lor, Kec. Manguharjo, Kota Madiun, Jawa Timur, Madiun, Jawa Timur, Indonesia 63122"
Apotek abdi Farma,https://lewatmana.com/lokasi/47702/apotek-abdi-farma/,"Jl. Siliwangi, Neglasari, Kec. Cikalongkulon, Kabupaten Cianjur, Jawa Barat, Cianjur, Jawa Barat, Indonesia 43291"
Apotek Abi Farma,https://lewatmana.com/lokasi/49546/apotek-abi-farma/,"Jl. Pajangan, Pedak, Wijirejo, Kec. Pandak, Bantul, Daerah Istimewa Yogyakarta, Bantul, Daerah Istimewa Yogyakarta, Indonesia 55761"
Apotek Adhi Farma,https://lewatmana.com/lokasi/47742/apotek-adhi-farma/,"Sukamulya, Karangtengah, Kabupaten Cianjur, Jawa Barat, Cianjur, Jawa Barat, Indonesia 43281"
